job_title,Number_of_Jobs,Average_Rating,Average_Salary
AMEA Data Scientist (o9 Demand planning),1,4.1,0.0
AMI System & Business Analyst,1,4.3,0.0
AML / KYC Business Analyst,1,3.6,0.0
AML/KYC Associate,1,3.6,0.0
AI/ML backend engineer,1,4.1,22.5
"AI/ML, Vertex, GCP",1,3.3,5.5
AI/Machine Learning Engineer 2,1,4.1,0.0
AIML Architect,1,2.3,0.0
"Data Engineer, IT Data Services",1,3.2,0.0
"Data Engineer, Python, Cloud - Flipkart - Developer & Lead",1,4.3,0.0
"Data Engineer(Snowflake/ SQL, Python, DWH(including Data Modelling)",1,3.3,0.0
"Data Engineer, Data Engineering Solutions",1,2.8,0.0
Business Analyst - App Dev,1,1.9,0.0
Business Analyst - Apparel Domain,1,4.6,0.0
Business Analyst - Atlassian cloud migration (Jira/Confluence),1,4.2,0.0
Business Analyst - Autuskey,1,3.6,0.0
Business Analyst - BPMN,1,3.6,12.0
Business Analyst - Banking Domain,1,3.5,0.0
Business Analyst - Banking Domain-BNPR,1,3.5,0.0
Business Analyst - Browsers,1,3.6,0.0
Business Analyst - Business Analyst III,1,4.9,0.0
Business Analyst (QAD),1,3.8,0.0
Business Analyst (Retail & Supply Chain),1,3.8,0.0
"Business Analyst (SQL, Java Exp) with IT Product based Co, Hybrid Pune",1,3.6,16.0
Business Analyst (SWIFT SEPA),1,3.6,0.0
"Data Engineer, EDM IV",1,3.6,0.0
Data Engineer-Machine Learning,1,3.9,0.0
Data Engineer-Senior II-1,1,4.0,0.0
Data Engineer-Senior II-10,1,4.0,0.0
Data Engineer-Senior II-11,1,4.0,0.0
Data Engineer-Senior II-12,1,4.0,0.0
"Data Engineer- Azure, Data Bricks",1,4.0,22.5
Data Engineer- BLR/CHN,1,4.1,0.0
Data Engineer- Bigdata,1,3.4,0.0
Data Engineer- Databricks + Azure Data Factory + Python,1,3.6,0.0
Data Engineer-(Python+Sql),1,3.6,0.0
Data Engineer-Azure Databricks,1,3.6,0.0
Data Engineer-BigQuery,1,3.8,0.0
Data Engineer-Data Bricks,1,3.4,0.0
Data Engineer-Data Modeling,1,3.9,0.0
"Data Engineer(Snowflake/ SQL, Python, DWH concepts",1,3.3,0.0
"Data Engineer(Snowflake/ SQL, Python, DWH concepts , Data Modelling",1,3.3,0.0
Data Engineer: Big Data,1,4.2,0.0
Business Analyst (Scrum Master),1,3.5,0.0
Business Analyst (Software Development),1,2.7,0.0
AWS Solutions Architect,1,3.2,0.0
AWS Tech Lead,1,3.3,0.5
AWS Tech Stack Lead / Engineer,1,4.4,0.0
AWS and Gen AI Solution Architect,1,3.6,0.0
Ab Initio Professional,1,2.8,0.0
AWS Data Engineer | F2F Interview | MNC | 5+ yrs!!,1,3.6,25.0
AWS Data Engineering,1,4.3,0.0
AWS Data Lake Architect,1,3.5,0.0
Data Engineer-Enterprise Content Management,1,3.9,0.0
Data Engineer-GCP,1,3.6,0.0
"Data Engineer-GCP, PySpark, ETL, BigData/Warehousing, SQL,python",1,3.6,0.0
Data Engineer-GCP-PySpark-ETL,1,3.6,0.0
Data Engineer-Immediate Joiner,1,3.6,0.0
Data Engineering - Intern,1,3.7,0.0
Data Engineering - NP Professional,1,3.6,0.0
Data Engineering : Intern,1,4.7,0.0
Data Engineering Analyst,1,3.6,0.0
Data Engineer-Senior II-13,1,4.0,0.0
Data Engineer-Senior II-14,1,4.0,0.0
Data Engineer-Senior II-2,1,4.0,0.0
Data Engineer-Senior II-3,1,4.0,0.0
Data Engineer-Senior II-4,1,4.0,0.0
Data Engineer-Senior II-5,1,4.0,0.0
Data Engineer-Senior II-6,1,4.0,0.0
Data Engineer-Senior II-7,1,4.0,0.0
Data Engineer-Senior II-8,1,4.0,0.0
Data Engineer-Senior II-9,1,4.0,0.0
Data Engineer/Python Developer,1,3.9,0.0
Data Engineer/Senior Data Engineer,1,2.6,6.25
Data Engineering Lead @ Noida,1,3.6,22.5
Data Engineering Lead AI & Analytics Platforms,1,3.6,0.0
Data Engineering Lead Analyst,1,3.0,0.0
Data Engineering Manager 2,1,4.0,0.0
Data Engineering Mfg Platform,1,4.6,0.0
Data Engineering Operations Lead,1,3.5,0.0
Data Engineering Pipeline Engineer Role Description,1,3.9,0.0
Data Engineer<,1,3.7,0.0
Data Engineer_ Info Edge _Noida,1,3.8,16.5
Data Engineer_Analyst,1,3.4,0.0
Data Engineering & Analytics Lead,1,4.5,0.0
Data Engineering & Analytics Professionals,1,3.8,0.0
Data Engineering & Benchmarking - IndiaAI,1,3.6,5.12
Data Engineering & Cloud Data Platforms,1,3.6,0.0
Data Engineering (MS Fabric),1,3.2,0.0
Data Engineering + Dot net Professional,1,3.2,0.0
Data Governance Engineer,1,3.9,0.0
Data Engineering Technical Lead,1,3.7,0.0
"Data Engineering, Management & Governance Specialist",1,3.7,0.0
"Data Engineering, Management & Governance Sr. Analyst",1,3.7,0.0
Data Entry,1,3.7,0.0
Data Entry Analyst,1,2.8,0.0
Data Entry Analyst/ Lead Generation Support,1,2.8,0.0
Data Entry Clerk Professional,1,3.6,0.0
Data Entry Executive,1,3.6,2.0
Data Entry Executive / MIS Executive,1,3.7,0.0
Data Entry Operators,1,4.1,0.0
"Data Engineering Consultant - Snowflake, Salesforce Data Cloud/D360",1,4.0,27.5
Data Engineering Data Lead,1,4.2,0.0
Data Engineering Engineer II,1,4.9,0.0
Data Engineering Intern,1,3.6,0.0
Data Engineering Lead - Cogentiq: I2C Platform,1,4.0,0.0
AWS Data engineer,1,3.4,20.0
Business Analyst (Third Party payroll ),1,3.6,0.0
Business Analyst (Travel&FinTech Domain),1,3.6,0.0
Business Analyst (US Healthcare),1,3.6,0.0
Business Analyst + Cards Issuing,1,3.6,0.0
"Business Analyst , IT",1,3.7,0.0
Business Analyst (HRMS),1,3.6,5.25
Business Analyst (International Business),1,2.5,0.0
Business Analyst (MBA Fresher),1,4.2,0.0
Business Analyst (Marketing),1,3.5,0.0
"Business Analyst (Mortgage, real estate Domains)",1,2.7,0.0
Business Analyst (OMS),1,3.0,0.0
Data Generation Specialist,1,2.7,0.0
Data Governance Analyst II,1,3.3,0.0
Data Governance Architect,1,3.8,0.0
Data Governance Consultant,1,2.4,0.0
Data Governance Practitioner,1,3.7,0.0
Data Governance SME,1,3.7,0.0
Data Governance Senior Associate,1,3.7,0.0
Data Governance Senior Financial Analyst,1,3.6,0.0
Data Governance and Data Analyst,1,3.3,0.0
Data Governance+Business Analyst (Banking/Finance),1,3.6,0.0
Data Infra Engineer,1,2.8,0.0
Data Integration (Webmethods) Developer,1,3.6,0.0
Data Entry Volunteer,1,3.4,0.0
Data Entry operator vacancies in MNC Pharma,1,3.6,3.38
Data Entry operators,1,3.6,0.0
Data Executive,1,4.5,0.0
Data Executive - IC&Q,1,4.0,0.0
Data Fellow - Accelerator Program,1,4.3,0.0
Data Flow Engineer III,1,2.6,0.0
AWS Data Scientist - (Domain - Bank) - 8+ Yrs - BLR,1,3.6,37.5
Data Migration Pl SQL Professional,1,4.0,0.0
Data Integration Executive,1,5.0,0.0
Data Integration Specialist,1,3.6,0.0
Data Integrations Architect (.Net),1,3.0,0.0
Data Intelligence Analyst,1,3.5,0.0
Data Lead Databricks & Power BI | Offshore,1,4.1,0.0
Data Loss Prevention - Business Analyst,1,3.6,17.5
Data Loss Prevention - DLP - Engineer,1,3.6,0.0
Data Loss Protection Analyst,1,3.1,0.0
Data Management - Analyst,1,3.8,0.0
Data Management Associate (Business Analyst),1,3.7,0.0
Data Management Engineer,1,2.2,0.0
Data Governance Engineer - ( SAP & Palantir),1,3.9,0.0
Data Governance Engineer - Senior,1,4.3,0.0
Data Governance Lead Analyst,1,3.6,0.0
Data Governance Leader (Deputy Manager),1,3.7,0.0
AIOps Engineer,1,3.9,14.0
AJO QA,1,2.9,0.0
AI/ML Engineer Intern,1,4.6,14.0
AI/ML Engineer with Gen Ai,1,3.6,0.0
AI/ML Engineer/Fresher - GeakMinds,1,4.7,0.0
AI/ML Engineering Lead (Machine Learning & Generative AI),1,3.6,0.0
AI/ML Engineering Leader,1,3.9,0.0
AI/ML Expert (Artificial MAchine Learning),1,1.8,0.0
Data Migration Analyst,1,3.5,0.0
Data Migration Architect,1,5.0,0.0
Data Migration Consultant,1,3.9,0.0
Data Migration Engineer,1,3.7,0.0
Data Migration Engineer - (Qlik / SQL / dbt),1,3.6,0.0
Data Migration Engineer - NTT Data services,1,3.9,17.0
Data Migration Engineers,1,3.6,0.0
Data Migration Lead,1,3.6,0.0
Data Modeler Pharma Domain & Data Modeling,1,3.6,0.0
Data Modeler | Offshore,1,4.1,0.0
Data Modeler/Designer,1,3.6,0.0
Data ModelerData Engineer,1,5.0,0.0
Data Modeling - Data Engineering- PAN India Opening,1,2.1,0.0
Data Modeller (6 locations),1,3.3,0.0
Data Management Senior Associate (Senior Business Analyst),1,3.7,0.0
Data Management Strategy & Governance Analyst,1,3.0,0.0
Data Management Strategy & Governance Lead Analyst,1,3.0,0.0
Data Management Strategy & Governance Senior Analyst,1,3.0,0.0
Data Management and ERP Intern,1,4.8,14.0
Data Mart Architect / Senior Data Engineer,1,4.0,12.5
AIML Developer,1,4.0,13.5
AIML Technical Architect,1,2.8,0.0
AIML engineer,1,3.7,0.0
AIOPS Engineer,1,3.3,0.0
Data Operation Engineer,1,2.8,0.0
Data Operations Administrator,1,4.3,0.0
Data Operations Engineer - Python,1,3.0,0.0
Data Operations Engineer - VDT,1,3.3,0.0
Data Operations Professional,1,2.9,0.0
Data Operations Specialist,1,2.8,0.0
Data Operations and Automation Professionals,1,4.0,0.0
Data Operator,1,3.9,0.0
Data Operator - Domestic,1,3.9,0.0
Data Ops DQ Analyst,1,3.8,0.0
Data Migration Specialist (Z),1,3.4,0.0
Data Migration Test Analyst,1,4.0,0.0
Data Migration lead,1,4.5,0.0
Data Migration/ETL Engineer,1,3.6,4.5
Data Miner,1,5.0,0.0
Data Model consultant,1,3.7,0.0
Data Pipeline Developer,1,2.4,0.0
Data Platform Architect,1,3.7,0.0
Data Platform Consultant,1,3.6,0.0
"Data Platform Engineer - Databricks, PySpark & AI",1,3.6,0.0
Data Platform Engineer:Pune(Microsoft Azure Databricks),1,3.6,0.0
Data Platform Engineering Lead,1,3.6,0.0
Data Platform Lead,1,3.6,20.0
Data Platform Senior Engineer(Azure Databricks Preferred),1,3.3,0.0
Data Privacy Analyst,1,3.4,22.5
Data Process Executive,1,3.3,0.0
Data Processing (Patent Background) - 1 Position (Fresher),1,3.6,0.0
Data Modelling Developer,1,3.4,0.0
Data Office - Privacy Analyst - DPDP Grievance Redressal,1,3.8,0.0
Data Officer,1,3.9,0.0
Data Officer- (Local Safety),1,3.7,0.0
Data Operation Analyst Analyst (German),1,3.6,0.0
Business Analyst (Power BI & SQL),1,4.1,0.0
Business Analyst (Power BI),1,3.6,0.0
"Business Analyst (Power BI, Advance SQL with BPO Exp) Immediate Join",1,3.9,10.0
Business Analyst (Pre-Sales),1,3.1,0.0
Business Analyst (Pre-Sales) in Ahmedabad,1,4.4,0.0
Business Analyst (Product Owner),1,3.7,0.0
Business Analyst (Banking Expert),1,3.3,0.0
Business Analyst (Construction Management),1,3.9,11.5
Business Analyst (Core Banking),1,4.0,0.0
Business Analyst (Deputy Manager),1,4.0,9.5
Business Analyst (Digital Marketing),1,3.6,0.0
Business Analyst (E Pricing),1,3.8,0.0
Business Analyst (E-Commerce),1,4.0,0.0
Business Analyst (Ecommerce),1,4.0,21.5
Data Ops Engineer,1,3.9,0.0
Data Pipeline / ETL Engineer,1,2.6,0.0
Data Recording & Processing Engineer,1,3.5,0.0
Data Reliability Engineer,1,3.5,0.0
Data Reporting Analyst,1,3.3,11.0
Data Research Associate| Energy Research | Critical Mineral,1,3.6,0.0
Data SME,1,3.8,0.0
Data SME (Subject Matter Expert),1,3.6,0.0
Data Science,1,3.6,0.0
Data Processing Executive,1,3.6,0.0
Data Processing Specialist,1,3.8,0.0
Data Product Manager,1,4.2,0.0
Data Program Manager,1,3.7,0.0
Data Protection Engineer -Vormetric & Cybertrust Specialist (L3),1,3.6,10.0
Data Protection Officer,1,4.1,0.0
Data QA / Data Validation Engineer (QA) -Immediate joiner,1,3.6,17.5
Data Quality Analyst - Data Office,1,3.8,0.0
Business Analyst (PolicyCenter),1,4.1,0.0
Data Science & Machine Learning Intern,1,3.6,14.0
Data Science - 15 May Friday - Virtual Interview - Pan India,1,3.3,0.0
Data Science - 4 Jun (Thurs) - Virtual Interview - Pan India,1,3.3,0.0
Data Science - AI / ML Lead,1,3.6,0.0
Data Science - Associate,1,3.4,0.0
Data Science - F2F Interview on 6'Jun'26,1,3.6,16.0
Data Science - II Expert,1,4.0,0.0
Data Science - Intern,1,4.2,14.0
Data Quality Engineer (Python & SQL),1,3.6,0.0
Data Quality Engineer / Data Tester (Snowflake & SQL),1,3.2,0.0
Data Quality Lead,1,3.3,0.0
Data Quality Lead - Manager,1,4.6,0.0
Data Quality and Governance Analyst 1,1,4.1,0.0
Data Quality and Governance Analyst-2,1,4.1,0.0
"Data Quality, Associate",1,3.9,0.0
Data Reconciliation Analyst,1,3.8,0.0
Data Science :Mumbai @Upto 30LPA,1,3.6,27.5
Data Science Actuarial Analyst,1,3.8,0.0
Data Science Analyst I,1,3.9,0.0
Data Science Analyst III,1,3.9,0.0
"Data Science Analyst, Triage",1,3.9,0.0
Data Science Analytics,1,3.8,0.0
Data Science Analytics Specialist - Data Science,1,3.7,0.0
Data Science Associate,1,3.2,0.0
Data Science Associate/Junior Data Scientist,1,3.8,0.0
Data Science Business Analyst,1,4.0,0.0
Data Science & AI Lab Professional,1,4.0,0.0
Data Science & AI/ML Trainer - IT Institute,1,4.3,4.5
Data Science & Analytics Intern,1,4.5,14.0
Data Science & GenAI Developer (GCP + Gemini),1,3.3,12.0
Data Science & GenAI Specialist (AI/ML Engineer),1,3.3,14.0
Data Science & Machine Learning Engineer,1,4.9,0.0
Business Analyst (Fintech),1,3.6,0.0
Business Analyst (GPP Configuration),1,3.6,0.0
Business Analyst (Guidewire BillingCenter),1,3.6,0.0
Business Analyst (Gurgaon Sector-48 Sohna Road),1,3.6,4.5
Business Analyst & Traceability,1,3.6,0.0
Business Analyst ( 1 ),1,3.6,0.0
Business Analyst ( Accounting ),1,4.4,0.0
Business Analyst ( BA ),1,5.0,0.0
Business Analyst ( Oil & Gas Domain),1,3.7,0.0
Business Analyst (8+ years),1,2.6,11.5
Business Analyst (AI & Automation),1,3.6,0.0
Data Science Lead - Distribution,1,4.0,0.0
Data Science - Pan India - 5+ - 12 Jun (Friday) - Virtual Interview,1,3.3,0.0
Data Science - Senior Engineer,1,3.7,0.0
Data Science / Data Engineering / ETL Developer,1,3.6,0.0
Data Science / Machine Learning Professional,1,3.6,0.0
"Data Science Manager, data scientist",1,3.2,21.0
Data Science Pod Lead,1,4.1,0.0
Data Science Principal Lead,1,3.5,0.0
Data Science Project/Process Advisor,1,4.0,0.0
Data Science Sr Analyst,1,4.2,0.0
Data Science Engagement Lead,1,3.9,0.0
Data Science Engineer (AI),1,2.8,0.0
Data Science Engineer - AM,1,3.6,14.5
Data Science Engineer 1,1,3.9,0.0
Data Science Engineer 3,1,3.7,0.0
Data Science Expert,1,3.3,0.0
Data Science Expert - AI Content Specialist,1,3.7,0.0
Data Science Instructor,1,3.6,0.0
Data Science Internship,1,3.9,14.0
Business Analyst (Education Domain),1,3.8,0.0
Business Analyst (Financial or Credit Risk Management) - KPMG,1,3.5,0.0
Data Science and Machine Learning Internship,1,4.2,0.0
Data Science and Machine Learning Senior Associate,1,4.9,0.0
Data Science and Machine Learning Specialist,1,4.9,0.0
"Data Science- Analyst, Search",1,3.6,0.0
Data Science- Consultant,1,3.0,0.0
Data Science- Technical Lead / Associate Technical Lead,1,5.0,0.0
Data Science/Analytics Engineer,1,3.5,0.0
Data Scientist & Big Data Analyst,1,4.1,0.0
Data Scientist & Data Manager,1,3.8,0.0
Data Scientist ( Gaming Industry Experince is Mandatory ),1,4.9,0.0
Data Science Lead - India Distribution,1,4.0,0.0
Data Science MLOPS,1,3.7,0.0
Data Science Manager (Data Methods),1,3.9,0.0
Data Science Manager - BFSI,1,3.3,0.0
Data Science Manager - Healthcare,1,4.0,0.0
Data Science Manager - Supply Chain & Manufacturing,1,3.1,0.0
Data Scientist (AI Security),1,3.6,0.0
Data Scientist (AI),1,3.7,0.0
Data Scientist (Analytics Centre of Excellence (ACE) ),1,4.1,0.0
Data Scientist (Analytics),1,3.7,23.5
Data Scientist (Audio/Speech),1,3.3,0.0
Data Scientist (C3.ai Certified),1,3.5,0.0
Data Scientist (Consumer Insights & Analytics),1,3.7,0.0
Data Scientist (Female Candidates Only),1,4.1,0.0
Data Scientist (Foundational Models) Intelligence Engine (Agentic AI),1,3.2,0.0
Data Scientist (GenAI & NLP),1,4.3,0.0
Data Scientist (Immediate Joiners Only),1,3.3,0.0
Data Scientist (India),1,3.5,0.0
Data Science Technical Lead ( GenAI + LLM),1,3.8,0.0
Data Science and AI Professional,1,3.4,0.0
Data Science and AI-ML Specialist,1,2.9,0.0
Data Science and Business Intelligence Professional III,1,3.7,0.0
Data Scientist - Connected vehicle,1,3.5,0.0
Data Scientist - Contract Basis,1,3.6,0.0
Data Scientist (LLM Security),1,3.6,0.0
Data Scientist (ML/AI),1,3.8,0.0
Data Scientist (Machine Learning / AI),1,4.0,0.0
Data Scientist (Non-Gaming),1,4.9,0.0
Data Scientist (Pricing Analytics),1,3.9,0.0
Data Scientist (Python developer),1,4.0,0.0
Data Scientist (Software Delivery Analyst - Optimus AI),1,3.8,0.0
Data Scientist (Sql/Python/Pyspark/Tableau),1,3.5,0.0
Data Scientist + Associate Instructor,1,3.6,0.0
Data Scientist + Instructor,1,3.6,0.0
Data Scientist + Instructor - Teaching role,1,3.3,0.0
Data Scientist - 2,1,3.2,0.0
Data Scientist ( Machine Learning AI ),1,4.0,0.0
Data Scientist (4 Months Contract),1,3.9,17.5
Data Scientist - Gen AI + NLP & ML,1,3.7,0.0
Data Scientist - Gen AI Engineer - 5+ years - Bengaluru/Gurugram,1,3.6,0.0
Data Scientist - Gen AI ML - Chennai/Pune,1,4.1,0.0
Data Scientist - Generative AI Specialist,1,3.5,0.0
Data Scientist - GeoAI,1,3.6,0.0
Data Scientist - I,1,4.0,0.0
Data Scientist - 27th Feb (Friday) Virtual Interview,1,3.3,0.0
Data Scientist - 3,1,3.2,0.0
Data Scientist - 5th Feb (Thursday)- Virtual Interview,1,3.3,0.0
Data Scientist - AI/ML,1,3.6,0.0
Data Scientist - ASR & NLP Specialist,1,4.3,0.0
Data Scientist - Agentic Developer,1,3.7,0.0
Data Scientist - Analytics,1,5.0,0.0
Data Scientist - Biomedical Signal Processing,1,3.6,0.0
Data Scientist - Chennai ( For a chemical manufacturing conglomerate),1,3.6,30.0
Data Scientist - Compliance,1,3.3,0.0
Data Scientist - Pharmaceuticals,1,3.3,0.0
Data Scientist - Pharmaceuticals and Healthcare,1,3.3,0.0
Data Scientist - Phd only,1,3.2,0.0
Data Scientist - Platforms,1,3.5,0.0
Data Scientist - Predictive Intelligence (Sensor Fusion & Time Series),1,4.1,0.0
Data Scientist - R01542454,1,3.3,0.0
Data Scientist - R01551326,1,3.3,0.0
Data Scientist - Credit Risk 1,1,3.3,0.0
Data Scientist - Data & Insights,1,2.9,0.0
Data Scientist - Deep Learning,1,3.1,0.0
Data Scientist - Diageo,1,3.6,22.0
Data Scientist - Evaluations,1,3.6,0.0
Data Scientist - F2F discussion - Delhi,1,3.3,0.0
Data Scientist - FinBox,1,3.5,0.0
Data Scientist - Fraud AI Products 1,1,3.3,0.0
Data Scientist - GEN AI,1,3.6,0.0
AI/ML Engineer - 21 May (Thurs) - Virtual Interview - Pan India,1,3.3,0.0
AI/ML Engineer - AI Specialist (Copilot) - Delhi or Gurgaon- Hybrid,1,3.7,11.0
Data Scientist -Telecom (RAN+ AI ),1,3.8,0.0
Data Scientist / AI/ML Engineer,1,3.6,27.5
Data Scientist / Advanced Analytics - Machine Learning,1,3.6,0.0
Data Scientist / Advanced Data Analytics Specialist,1,3.5,0.0
"Data Scientist / Automation (Python, AcrPy, ArcEQuIS etc.)",1,2.9,0.0
Data Scientist / Data Science Engineer,1,4.7,6.75
Data Scientist / Gen AI Engineer,1,3.6,0.0
"Data Scientist / ML Engineer (Signal Processing, Real-Time Models)",1,3.6,0.0
Data Scientist - Kolkata ( For a chemical manufacturing conglomerate),1,3.6,30.0
Data Scientist - Lead,1,4.0,0.0
Data Scientist - M2,1,4.6,0.0
Data Scientist - MLOps,1,3.8,0.0
Data Scientist - Martech,1,3.3,17.5
Data Scientist - NLP Focussed,1,4.0,0.0
AI/ML Engineer (Python),1,1.5,0.0
AI/ML Engineer - 1st Apr(Wednesday)- Virtual Interview - Pan India,1,3.3,0.0
Business Analyst (BA) Intern,1,3.4,14.0
Business Analyst (BA) with Payments UPI,1,3.6,7.5
Business Analyst (BA) with eLearning Experience (Freelancer),1,3.3,0.0
Business Analys Professional,1,4.5,0.0
Business Analysis & Consulting Professionals,1,4.1,0.0
Business Analysis (Fresher),1,3.5,0.0
Business Analysis / Product Ownership,1,3.5,0.0
Business Analysis Intern,1,3.6,0.0
Business Analysis Manager,1,3.6,35.0
Business Analysis Senior Associate,1,3.7,0.0
Business Analysis and coordination,1,3.5,23.0
Business Analysis/ Project Management,1,1.4,0.0
Business Analyst & JD Edward Techno-Functional,1,3.6,0.0
Business Analyst & Mentor,1,3.5,0.0
Data Scientist - SCPO - Support Services,1,3.6,0.0
Data Scientist - Senior,1,4.3,0.0
Data Scientist - Senior Analyst,1,3.4,0.0
Data Scientist - Service Parts Supply Chain,1,3.8,0.0
"Data Scientist - Sr. Consultant (MLOPs, Predictive Fraud intelligence)",1,3.5,0.0
Data Scientist -Pan India- 13th May (Wed) - Virtual Interview,1,3.3,0.0
AI/ML Gen ai Associate Manager,1,3.6,28.75
AI/ML Intern Agentic AI (Autonomous Agents),1,4.9,14.0
AI/ML Lead,1,5.0,0.0
AI/ML Machine Learning Engineer,1,4.2,0.0
AI/ML Product Development Intern,1,1.6,14.0
AI/ML Professional- WKivi,1,5.0,0.0
AI/ML Professionals,1,4.3,0.0
AI/ML Trainee,1,3.6,14.0
AI/ML ENGINEER,1,3.4,0.0
AI/ML ENGINEER / Senior Engineer,1,2.6,0.0
Data Scientist For Brake System,1,3.0,0.0
Data Scientist GenAI / Machine Learning,1,3.5,18.0
Data Scientist HR Data Analytics,1,3.2,0.0
"Data Scientist II , Customer Technology",1,3.1,0.0
"Data Scientist II , Ultra",1,3.5,0.0
"Data Scientist II, Analytics",1,3.6,0.0
"Data Scientist II, TDI",1,2.5,0.0
Data Scientist / Machine Learning Engineer Gen AI & LLM,1,2.9,0.0
Data Scientist / Sr. Data Scientist GenAI & Agentic Systems,1,4.0,0.0
Data Scientist /AI ML Engineer,1,3.5,0.0
Data Scientist 2 Positions,1,4.2,0.0
Data Scientist 2-1,1,3.8,0.0
Data Scientist 3,1,3.8,0.0
"Data Scientist AI, LLMs & Data Pipelines",1,2.9,0.0
Data Scientist Agentic AI & Applied Modeling,1,2.4,0.0
Data Scientist Analyst,1,3.7,13.0
Business Analyst & Project Management - Digital Transformation 2,1,4.1,0.0
Business Analyst & Project Management Digital Transformation,1,4.1,0.0
Business & Financial Analyst,1,3.9,0.0
Business & Operations Professional,1,3.6,0.0
"Business - Senior Scientist, Sterile Injectables Design",1,3.9,0.0
Business ANalyst,1,3.7,0.0
Business ARC Jr Analyst,1,1.6,0.0
Business Advisory Analyst-Voice,1,3.7,0.0
Business Advisory Associate,1,3.7,0.0
Business Advisory Senior Analyst-Voice,1,3.7,0.0
Business Analsyst Professionals,1,4.0,0.0
"Business Analsyt , Techno Functional Lead in Digital Banking",1,3.6,25.0
Data Scientist Rag,1,3.3,20.0
Data Scientist Data Center Intelligence,1,3.5,0.0
Data Scientist Engineer,1,3.6,0.0
Data Scientist Executive,1,2.6,0.0
Data Scientist Trainee,1,4.8,0.0
Data Scientist With QA,1,3.6,0.0
Data Scientist and Data Engineer,1,3.6,0.0
Data Scientist expert,1,3.6,0.0
Data Scientist or Data Engineering + ML,1,3.5,0.0
Data Scientist with AI,1,3.6,22.5
Data Scientist with Cybersecurity - Lead,1,4.9,0.0
Data Scientist with GenAI,1,3.3,0.0
Data Scientist III Analytics - Post Booking Servicing,1,3.6,0.0
"Data Scientist III, Commercial Operations Analytics",1,3.6,0.0
"Data Scientist III, Product Analytics",1,3.6,0.0
"Data Scientist IN , Senior",1,3.4,0.0
Data Scientist IT Mahape,1,3.9,0.0
"Data Scientist Junior, Sign 3",1,1.0,0.0
