company_name,Number_of_Jobs,Average_Rating
Altamount Consulting Services,1,4.2
Alpharithm Technologies,1,4.3
Alpha Torana,1,3.6
Alpha Reach,1,3.6
Alpha MD,1,3.2
Algopix,1,3.6
Algates Financial,1,2.8
Virtubox Infotech,1,3.1
Virtual Vidyapith,1,3.6
Virtual Engineering Services,1,4.0
Viralbulls,1,2.3
Vinnovate Technologies,1,4.5
Vinfast,1,2.9
Vincit Software & Consulting,1,4.0
Allyted solutions,1,3.6
Allucent,1,3.2
Allstate Insurance Company,1,3.7
Allianz Global Assistance,1,3.6
Allegis Global Solutions (AGS),1,3.6
Allcargo Logistics,1,3.8
AllCloud,1,3.5
Visual Eyes Optik Technologies,1,1.5
Vistex Asia Pacific,1,3.7
Vista Consoles Electronics,1,4.1
Visionqual It Services,1,3.6
Visionqual IT Services,1,3.6
Visionary Partners,1,3.6
Vishwas Refoils & Consumer,1,3.6
Vishveshwarya Institute Of Engineering And Technology,1,4.1
Vishnu Chemicals,1,3.9
Vise Solutions India,1,3.7
Alkye Services,1,3.4
Aliter Business Solutions,1,3.1
Alist.club,1,3.6
Alight,1,3.3
Algoshack Technologies,1,4.3
"Algoscale Technologies, Inc.",1,3.7
Alembic Limited,1,4.0
Alegeus,1,2.6
Aleeva Retail Solutions,1,3.6
Aldana Development,1,3.6
Alcircle,1,3.4
Alchemy Capital Management,1,4.4
Alation,1,2.8
Alamosa School District No Re 11j,1,3.6
Aktiv Software,1,3.5
Aksvin Technologies,1,3.6
Vizlogic Digital Solutions,1,4.6
Vivro,1,3.6
Vivre Panels,1,3.4
Vivasvanna Export Pvt.Ltd.,1,3.6
VitalityBSS,1,2.6
Vital Space,1,3.6
Ajirasoft,1,3.6
Aithent,1,3.6
Aisquare,1,3.6
Airwoot,1,3.6
Airtel Payments Bank,1,3.8
Vraio Software,1,4.5
Vox Populi,1,3.6
Vouchagram India,1,3.4
Volvo Group,1,4.0
Volto IT Labs LLP,1,3.6
Voltas,1,4.0
Volody Product,1,2.9
Voila Cab's,1,3.6
Voiceoc Innovations,1,2.8
Alethe Labs,1,2.9
Alentris Research,1,3.6
Aikaan Labs,1,3.6
Aideexpert Advisory,1,3.6
WMS Gaming,1,3.6
WM Universal Solutions,1,3.7
WBN Technology,1,3.6
WABAG,1,3.8
Vue Data Technologies,1,4.2
Vrindi,1,2.8
Akshar Arbol International School,1,2.6
Akridata,1,4.9
Akqa,1,2.8
Akasa Finance Ltd. (formerly Known As Pooja Finelease Ltd),1,3.6
Akaike Technologies,1,3.4
Akaasa Technologies,1,3.6
Ajnalens,1,3.4
Ajmera Infotech,1,3.6
WarpDrive,1,2.9
Walmart,1,3.5
WalletHub,1,3.1
Walkingtree Resources,1,4.1
Waisl,1,4.0
Wadzpay Technology,1,2.1
Wadhwani Foundation,1,3.5
Wabtec India,1,3.4
WTW Global Delivery And Solutions,1,3.7
WSP,1,4.1
WOW Softech,1,3.6
Airdev,1,3.6
Airboxr,1,3.6
Air India,1,3.4
Aimbeyond,1,4.3
Aim Research and Consultancy,1,3.6
Agsure Innovations,1,4.7
Agsuite Technologies,1,3.6
Agricps,1,3.6
Agri Begri,1,3.6
Agreus,1,3.6
Agratas,1,4.0
Agpulse Analytica,1,3.6
Agoda,1,3.1
Weavers Web,1,4.2
Weavelinx,1,3.8
Weather Risk Management Services,1,2.9
Wealthstreet Advisors,1,2.6
Weaddo,1,3.1
We Remote Devs,1,3.6
Watson-marlow Fluid Technology Solutions,1,4.3
Watermark,1,3.7
Aforeserve,1,3.4
Webgo Software Labs,1,4.3
Webghat,1,3.6
Webfries,1,3.6
Webexcel Technologies,1,2.4
Webel Computer Training Centre,1,4.4
Webdoux,1,4.0
Webclues Infotech,1,4.1
Webbies,1,4.4
WebSenor,1,3.0
WebMD,1,3.2
WebBee,1,4.1
Web Spiders,1,1.7
Web Root India,1,3.6
Web Digital Mantra It Services,1,4.1
Ahmedabad Textile Industry Research Association,1,3.9
Aether Enterprise Applications,1,4.7
Aeon Integrated Building Design Consultants,1,3.1
Weltec,1,5.0
Welkin Healthcare,1,3.6
Weekend Trainers Group,1,3.6
Webpipl,1,3.6
Webority,1,2.8
Webin Technovation,1,3.6
Agilysys Technologies India,1,3.2
Agilis Advisors,1,3.6
Aggreko Energy Rental India,1,4.4
Aggne Global It Services,1,3.8
Agco Corporation,1,4.1
Agami Tech,1,2.8
Agaetis Technologies,1,2.6
African Industries,1,4.0
Adsrole,1,4.3
Whole9yards Global Ecom,1,3.7
Whitevox Digital,1,2.9
Whiteblue Cloud Services,1,3.3
White Horse Technologies,1,3.6
White Force Outsourcing Services,1,3.6
Whalebone,1,3.6
Westway Electronics,1,3.3
West Pharmaceutical Services,1,3.4
Wesolutize Technology,1,3.6
Wesecureapp,1,1.7
Werq Labs,1,4.2
Affidano Solutions,1,3.6
Aezion Technologies,1,3.5
Aexonic Technologies,1,4.5
Aetherrise Solutions,1,3.6
Wintech Services,1,3.6
Winsolutions,1,3.6
Winsoft Technologies,1,3.1
WinWire,1,3.2
Win Webtech,1,3.6
Wimpey Laboratories,1,5.0
Willware Technologies,1,4.2
Willspired Solutions,1,3.6
Willsfly Technologies,1,4.8
Williams Lea,1,3.6
William O Neil Co,1,3.8
Wildlife Trust Of India,1,3.8
Aelius Consultants,1,3.6
Aegon Life,1,3.2
Aegiscovenant,1,3.4
Advanced Strategies,1,3.6
Adithya Infosoft,1,4.4
Adhoc Networks,1,4.2
Adeptview,1,4.5
Adeption,1,3.6
Adeptia,1,3.4
Adeodist,1,3.6
Adengage,1,1.0
Wizard Communications,1,3.3
Wissen Infotech,1,3.6
Wissen Baum,1,4.5
Wisitech,1,4.6
Wishlink,1,3.4
Wiselife,1,2.5
Wireworks,1,3.7
Wirewebs Digital Solutions,1,3.6
Wipfli India,1,3.6
Acumen Technologies,1,3.8
Wondersoft,1,3.4
Wonderlendhubs,1,3.7
Wonderla Holidays,1,4.4
Wonderbotz,1,3.9
Wolt Solar,1,3.6
Wollmilchsau Technologies,1,4.8
Wolfable,1,3.6
Wockhardt,1,3.7
Wizzer Advisortech,1,3.6
Wizz Technology,1,3.6
Wizikey,1,2.8
Adsparx,1,3.6
Adsparkx Media,1,3.2
Adroit Vantage,1,1.0
Aditya Birla Capital (ABCL),1,3.8
Wow Gift,1,3.6
Worqhat,1,5.0
Woro Media,1,2.9
World Vision Softek,1,3.9
World Goods Marketplace,1,3.6
Workmates Core2cloud,1,3.2
Words Worth,1,1.9
Word Works Ai,1,3.6
Adecco Group,1,3.6
Addweb Solution,1,4.4
Addis Infotech,1,3.6
Add On It Systems,1,4.9
Adbanao,1,4.8
Adani Hospitals,1,3.1
Adamas Tech Consulting,1,3.3
Acviss Technologies,1,4.6
Actalent Services,1,3.6
Acsen Agriscience,1,3.3
Acrotrend Solutions,1,1.9
Acronotics,1,3.5
Acronis,1,3.6
Xebia,1,3.6
Xduce Technologies,1,3.2
Xcodethemes,1,3.6
Xbiz Techventures,1,4.3
Xapotech Systems,1,4.4
Xalted Information Systems,1,4.9
XTGlobal,1,4.3
XO Health Inc,1,3.6
Wyzmindz Solutions,1,3.2
Writesonic,1,4.5
Writer Corporation,1,3.4
Accurate Securities & Registry Private Limited,1,3.6
Accurate Consulting Group,1,3.6
Xonier Technologies,1,4.0
Xongolab,1,2.6
Xomic Infotech,1,2.0
Xicom Technologies,1,4.1
Xiaomi,1,3.8
Xfusion Technologies,1,5.0
Xenominds It Services,1,3.6
Xencia Technology Solutions,1,4.4
Xelium,1,2.9
Xelentor Technologies,1,3.0
Aculife Healthcare,1,2.9
Acuity It Solutions,1,5.0
Acufore India,1,3.9
Action Data Systems,1,3.6
YES Crm Consultants,1,2.7
Xzect,1,4.5
Xylem Water Solutions,1,3.7
Xtage Technologies,1,4.9
Xponentiate,1,3.6
Xplorelogic,1,3.6
Xplor Tech1 Systems,1,3.1
Xperience Infinite Software Technologies,1,3.3
Xperate,1,2.3
Xpay Life,1,1.6
Acobloom International,1,3.6
Acmacorp Solutions,1,4.2
Aceto Pharma,1,3.6
AceNet,1,4.2
Ace Digital Infotech,1,2.9
Accusol Technologies,1,3.6
Accsys Consulting,1,3.7
Accredian,1,3.3
Accounts & Tax Miner's - ATM Infotech & Barcode Store India,1,3.6
Accounting Baba,1,4.5
Accolite Software India Pvt Ltd,1,3.2
Access (Triyam Information Technology),1,4.1
Accentuate Business Solutions,1,3.6
Accelya,1,3.4
Yespivot Technologies,1,4.5
Yespired,1,3.6
Yes Yes Technologies,1,3.6
Yatayat Corporation India,1,3.7
Yapsody,1,3.6
Yakshna Technologies,1,4.4
Yabx,1,2.8
YPO,1,3.6
Abym Technology,1,4.3
Abotts Inc,1,3.6
Abinbev Gcc Services,1,3.2
Abhitex International,1,3.8
Abhar Technologies And Services,1,3.5
Abdul Latif Jameel Poverty Action Lab,1,4.3
Abbineni Business Management,1,2.0
Abak Infotech,1,3.6
ZF Rane Automotive,1,3.8
Z2 Plus Manpower,1,3.6
Yug Technologies,1,1.5
Youngbrainz Infotech,1,3.6
Young Leaders For Active Citizenship,1,3.6
York Ie,1,4.4
Accuknox,1,3.3
Accufy,1,3.6
Aaizel Technologies,1,3.5
Aaheli Consultants,1,3.6
AXA Global Business Services,1,3.7
AWC Software,1,3.7
Zarthi,1,2.0
Zar Jewels,1,3.7
Zaptech Solutions,1,2.5
Zappyworks Software Solutions,1,4.5
Zamp,1,1.5
Zamik Infotech,1,3.6
ZK Technologies,1,5.0
ZIGRAM,1,3.4
Accelon Consulting,1,3.6
Accelbyte,1,3.6
Acaira Technologies,1,4.9
Academian India,1,4.0
Zeplinix Technologies,1,4.3
Zensoft Services,1,3.1
Zeno Talent Chennai,1,3.2
Zenith Techlabs,1,4.5
Zendesk,1,3.8
Zencore,1,3.6
Zen Data Shastra,1,3.6
Zeeplework,1,3.6
Zeekable Technologies Tamil Nadu,1,3.6
Zed Lifestyle,1,4.2
Zealous System,1,3.3
Aapna Infotech,1,4.3
Aaneel Technology Solutions,1,3.7
Aampe,1,3.6
Aala Tech,1,3.6
Aakhyatech Solutions,1,3.6
ARISU App Solutions Pvt. Ltd,1,2.0
ARDEM Incorporated,1,3.9
ARD Softech,1,4.6
ARC Document Solutions,1,2.7
AQM Technologies,1,3.1
APTO GLOBAL EMPLOYMENT PRIVATE LIMITED,1,3.6
Zieo Pharma,1,3.6
Zeutron Technologies,1,3.6
ZettaMine Labs,1,3.6
Zestra Technologies,1,3.6
Zerozilla Technologies,1,3.9
Zerovaega Technologies,1,3.1
Zerodha,1,4.0
Zero2ai,1,3.6
Zero Gravity Communications,1,2.6
Zerion,1,3.6
Zonka Technologies,1,4.5
Zones Corporate Solutions,1,3.2
Zonac Knitting Machines,1,3.9
Zodiac Solutions,1,2.4
Zobello,1,5.0
Znod Technologies,1,3.6
Zithas Nextzen,1,3.4
Ziroh Labs,1,2.8
Zipstack,1,4.5
Zinq Software Labs,1,3.6
Ziffity Solutions,1,3.9
AU Small Finance Bank,1,3.8
"ASENTECH, LLC",1,3.1
AS Technolabs,1,5.0
ART-E,1,2.8
ARS Process Solutions and Consultants Pvt. Ltd.,1,3.6
AI Infotech Chennai,1,3.6
AG Consultancy & Apps,1,1.0
ADG Online Solutions,1,2.3
ADA Software,1,1.8
Zypp,1,4.0
Zyphra Tech Solutions Inc,1,3.6
Zumen Technologies,1,3.6
Zorior Technologies,1,4.0
ANZ,1,3.8
ANSR,1,3.6
ANC Research,1,3.6
AN Solutions India,1,3.6
AMO Mobility Solutions,1,2.7
AM Infoweb,1,3.8
ALOIS Solutions,1,3.6
ALLIANZ SERVICES PRIVATE LIMITED,1,4.1
AB,1,3.8
A2G Technologies,1,3.6
A1apps,1,3.7
A step for Future Placement Services,1,3.6
A leading Technology Services,1,3.6
client - Saaki Argus And Averil Consulting,1,3.6
capSpire India LLP,1,3.8
bluCognition,1,3.0
bijlipay,1,3.4
atk Tech,1,3.6
a leading medical devices organization,1,3.6
AKS Interactive Solutions,1,4.8
AKS Intelligent Systems Llp,1,3.6
AK Enterprises,1,3.4
AK Dezigns,1,5.0
AIE Group,1,4.0
A One Advisory,1,3.6
A Leading Technology Product company,1,3.6
A Leading Organization,1,3.6
A Large and growing General Insurance Organization ! Mumbai,1,3.6
e con Systems,1,3.2
e Software Solutions,1,4.2
dnA Consulting,1,3.6
disprz,1,3.1
dishtv,1,3.4
digitide solutions,1,3.6
dext ai,1,3.6
dataeaze systems,1,3.1
consilium software inc,1,2.8
confidential,1,3.6
ABL Education,1,3.8
AB2 Consulting,1,3.6
iCresset Talent Solutions,1,3.6
iCreative Technologies Inc,1,3.9
iBeris Software,1,4.7
iBase-t,1,3.4
i2V,1,2.7
i exceed,1,2.8
hr priyanka - 8512850830,1,3.6
fox Corporation,1,2.5
fluid.live,1,4.3
A client of L K Saddi Associates,1,3.6
A big name in Fashion Industry,1,3.6
A Us Based Digital Marketing Company,1,3.6
A To Z Electrotrade,1,1.7
A Reputed FinTech Company,1,3.6
A Reputed Company,1,3.6
A Quantum leap consulting Pvt Ltd,1,3.6
A Client of Drishti Consultants Pvt Ltd,1,3.6
A & M Communication,1,1.0
A & E Information System,1,3.7
9series Solutions,1,4.5
99yellow,1,3.0
80 Years Old Global MNC,1,3.6
job Store Consulting,1,4.3
ivon techhub,1,3.6
ive - We Price Right,1,3.8
investment banking,1,3.6
international bpo,1,3.6
intellisourcetech,1,3.6
iT Gurus Software,1,3.4
iSOFT Services India Pvt. Ltd.,1,3.4
iRageCapital,1,4.9
iNetFrame,1,2.8
tata consultancy services,1,3.6
2palpha,1,3.6
24x7 Internet Technologies,1,4.2
24karatz We Buy Gold,1,3.6
247 Healthmedpro,1,2.9
221b Baker Street,1,2.7
200ok Solutions,1,3.8
1cloudhub,1,3.5
1Point1,1,3.5
123 Of Ai,1,3.6
xxxxx pvt ltd,1,3.6
7hillsts,1,3.6
7dxperts,1,3.1
50 Hertz,1,3.2
4sight,1,2.2
47billion,1,3.2
IIMT Group of Colleges,1,4.2
Icodex Publishing Solutions,1,3.1
Icloudems,1,3.7
Ice Make Refrigeration,1,3.6
IVDisplays Digital Services,1,3.6
IVAR Consultants,1,4.6
ITS Technologies,1,2.2
ITP Media Group,1,3.5
ITC Worldwide,1,4.8
IT Solutions Company,1,3.6
IT Services,1,3.6
IT Service and Consulting,1,3.6
IT Path Solutions,1,4.3
IT OPEN DOORS PVT LTD,1,3.6
IT MNC Consulting Company,1,3.6
IT Education Centre,1,4.2
